 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    309.0    4.0    43.0    147.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    134.0    2.0    24.0    312.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    28.0    1.0    297.0    125.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    215.0    3.0    125.0    35.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    304.0    4.0    207.0    115.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    316.0    4.0    28.0    240.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    116.0    2.0    228.0    60.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    226.0    3.0    300.0    35.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    119.0    2.0    310.0    221.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    52.0    1.0    209.0    333.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    44.0    1.0    118.0    212.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    23.0    1.0    292.0    206.0    -1.0    -1.0    -1.0    -1.0    0.0  
 4.0    0.0    12.0    0.0    0.0    1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    27.0    1.0    113.0    320.0    -1.0    -1.0    -1.0    -1.0    0.0  
